epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,102.349,1.01129,0.93774,1.30747,0.79244,0.77193,0.82781,0.48688,1.41123,1.06491,1.79277,0.0015248,0.0015248,0.0015248
14,108.818,0.99528,0.94292,1.31869,0.83328,0.81842,0.90538,0.61866,1.09732,0.80839,1.39819,0.0014852,0.0014852,0.0014852
15,114.302,0.96868,0.92156,1.27992,0.78277,0.88504,0.92494,0.616,1.04869,0.84862,1.36549,0.0014456,0.0014456,0.0014456
16,120.83,1.01588,0.99889,1.29674,0.82637,0.8655,0.92617,0.63172,1.0699,0.77086,1.36384,0.001406,0.001406,0.001406
17,126.483,0.97861,0.89064,1.2929,0.87849,0.76104,0.88942,0.61601,1.08767,0.88739,1.42717,0.0013664,0.0013664,0.0013664
18,132.946,1.0011,0.90153,1.30951,0.91663,0.77154,0.903,0.64377,1.05553,0.74732,1.38717,0.0013268,0.0013268,0.0013268
19,138.526,0.91287,0.79633,1.25405,0.86323,0.8538,0.91249,0.66742,0.9495,0.70601,1.29046,0.0012872,0.0012872,0.0012872
20,144.865,0.87845,0.77901,1.22524,0.90642,0.84966,0.91301,0.63912,1.02616,0.70844,1.36663,0.0012476,0.0012476,0.0012476
21,150.322,0.90496,0.86483,1.2594,0.92773,0.83041,0.92896,0.66084,0.98445,0.66988,1.3214,0.001208,0.001208,0.001208
22,156.296,0.88796,0.78478,1.24526,0.88501,0.81019,0.91371,0.65553,0.9434,0.72406,1.31511,0.0011684,0.0011684,0.0011684
23,161.951,0.95024,0.91676,1.30707,0.88357,0.8538,0.9335,0.6804,0.95922,0.67447,1.28262,0.0011288,0.0011288,0.0011288
24,167.654,0.90225,0.76144,1.22784,0.8758,0.85965,0.92655,0.65235,0.97695,0.68245,1.32331,0.0010892,0.0010892,0.0010892
25,173.677,0.83552,0.75287,1.20202,0.89731,0.8687,0.93063,0.68319,0.95021,0.65104,1.29302,0.0010496,0.0010496,0.0010496
26,179.199,0.84505,0.75602,1.21202,0.92856,0.87135,0.93486,0.66831,0.95007,0.6488,1.26772,0.00101,0.00101,0.00101
27,185.573,0.82004,0.73836,1.19904,0.88035,0.81753,0.89999,0.64853,0.95413,0.68801,1.28602,0.0009704,0.0009704,0.0009704
28,191.196,0.82491,0.70929,1.20739,0.91912,0.8655,0.94832,0.65198,0.98117,0.69456,1.28381,0.0009308,0.0009308,0.0009308
29,197.629,0.80961,0.70566,1.18706,0.90795,0.92292,0.94777,0.70785,0.85382,0.59969,1.19383,0.0008912,0.0008912,0.0008912
30,203.154,0.77573,0.6812,1.17342,0.92643,0.8837,0.94998,0.70497,0.8712,0.61241,1.20345,0.0008516,0.0008516,0.0008516
31,209.649,0.78472,0.70046,1.18785,0.87707,0.83449,0.92854,0.68077,0.8907,0.62566,1.26069,0.000812,0.000812,0.000812
32,215.217,0.77804,0.69723,1.17692,0.92316,0.88889,0.95536,0.70463,0.8734,0.59144,1.20477,0.0007724,0.0007724,0.0007724
33,221.685,0.79599,0.69283,1.20059,0.92222,0.88304,0.9492,0.72596,0.88403,0.55984,1.22221,0.0007328,0.0007328,0.0007328
34,227.174,0.75987,0.67758,1.17167,0.93892,0.90058,0.96271,0.73887,0.81345,0.54382,1.17027,0.0006932,0.0006932,0.0006932
35,233.534,0.72314,0.64823,1.14349,0.90962,0.90058,0.95014,0.72829,0.82104,0.5752,1.18388,0.0006536,0.0006536,0.0006536
36,239.028,0.75469,0.6446,1.17233,0.94685,0.88889,0.95074,0.74694,0.81537,0.57655,1.16436,0.000614,0.000614,0.000614
37,245.576,0.7299,0.63004,1.15089,0.92986,0.88889,0.94829,0.74627,0.81392,0.55162,1.17067,0.0005744,0.0005744,0.0005744
38,251.065,0.72417,0.62099,1.14979,0.9214,0.89119,0.95231,0.73951,0.83787,0.55327,1.20302,0.0005348,0.0005348,0.0005348
39,257.469,0.69324,0.58803,1.12662,0.94988,0.90058,0.96289,0.73816,0.79766,0.52515,1.159,0.0004952,0.0004952,0.0004952
40,262.904,0.68582,0.59345,1.12134,0.93924,0.88889,0.9591,0.73756,0.81163,0.54017,1.17249,0.0004556,0.0004556,0.0004556
41,270.268,0.752,0.79988,1.2479,0.8895,0.89445,0.93711,0.71167,0.86418,0.60522,1.22389,0.000416,0.000416,0.000416
42,275.861,0.63868,0.53073,1.16188,0.95995,0.88304,0.95331,0.73558,0.80607,0.59427,1.16896,0.0003764,0.0003764,0.0003764
43,282.116,0.59358,0.49525,1.10577,0.94011,0.91813,0.95676,0.74761,0.76501,0.53383,1.13616,0.0003368,0.0003368,0.0003368
44,287.442,0.59728,0.46645,1.10343,0.94924,0.91228,0.95962,0.74248,0.77085,0.52962,1.14861,0.0002972,0.0002972,0.0002972
45,293.392,0.64222,0.50598,1.10834,0.95209,0.89474,0.96125,0.75404,0.78019,0.50224,1.14606,0.0002576,0.0002576,0.0002576
46,298.929,0.61871,0.45658,1.12175,0.93912,0.90058,0.95886,0.75524,0.78365,0.49479,1.15856,0.000218,0.000218,0.000218
47,304.551,0.54073,0.44015,1.08163,0.96295,0.88889,0.96257,0.75861,0.76695,0.49233,1.15001,0.0001784,0.0001784,0.0001784
48,310.504,0.53909,0.42529,1.07692,0.95434,0.90643,0.96518,0.76105,0.7716,0.49002,1.15037,0.0001388,0.0001388,0.0001388
49,315.895,0.54594,0.42344,1.08586,0.97898,0.91228,0.96588,0.76415,0.76598,0.47739,1.1464,9.92e-05,9.92e-05,9.92e-05
50,322.164,0.55401,0.3997,1.09675,0.97237,0.91228,0.96886,0.76283,0.7643,0.48145,1.14435,5.96e-05,5.96e-05,5.96e-05
