epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,187.556,0.98521,0.77427,1.24302,0.83419,0.82993,0.88986,0.59075,1.13771,0.74048,1.32683,0.0007724,0.0007724,0.0007724
33,193.094,1.00558,0.82487,1.24602,0.94408,0.804,0.91085,0.63372,1.05993,0.70626,1.26365,0.0007328,0.0007328,0.0007328
34,197.621,0.97199,0.77624,1.23847,0.88035,0.80087,0.87803,0.61518,1.17114,0.76487,1.4051,0.0006932,0.0006932,0.0006932
35,202.533,0.92669,0.73781,1.2056,0.91751,0.82993,0.93058,0.6506,1.13312,0.69523,1.32765,0.0006536,0.0006536,0.0006536
36,207.464,0.96572,0.77082,1.24125,0.94376,0.85034,0.91466,0.64136,1.052,0.65959,1.26182,0.000614,0.000614,0.000614
37,212.019,0.9214,0.72311,1.18976,0.91581,0.87755,0.92459,0.64807,1.03826,0.63618,1.23647,0.0005744,0.0005744,0.0005744
38,217.683,0.9293,0.73602,1.21255,0.92293,0.83673,0.90707,0.63433,1.00297,0.69264,1.24233,0.0005348,0.0005348,0.0005348
39,222.157,0.89104,0.71622,1.1949,0.89985,0.87075,0.93409,0.64331,1.00003,0.63268,1.21165,0.0004952,0.0004952,0.0004952
40,226.581,0.8935,0.68951,1.19317,0.87449,0.87075,0.93383,0.6533,0.99385,0.61606,1.19485,0.0004556,0.0004556,0.0004556
41,232.994,0.81896,0.73028,1.13291,0.93996,0.81633,0.92603,0.64311,1.06913,0.65114,1.2749,0.000416,0.000416,0.000416
42,237.463,0.76704,0.58413,1.11685,0.86358,0.85034,0.91743,0.65939,0.98744,0.67017,1.2163,0.0003764,0.0003764,0.0003764
43,243.03,0.73519,0.55247,1.08371,0.88678,0.86395,0.92379,0.68378,0.93562,0.59743,1.14826,0.0003368,0.0003368,0.0003368
44,247.394,0.73365,0.51732,1.06306,0.83101,0.9367,0.94042,0.68309,0.95924,0.60254,1.16014,0.0002972,0.0002972,0.0002972
45,251.777,0.72401,0.5395,1.0874,0.92643,0.8566,0.94906,0.68886,0.94715,0.57773,1.16769,0.0002576,0.0002576,0.0002576
46,257.145,0.69808,0.52466,1.06439,0.94895,0.82993,0.94477,0.68566,0.9381,0.59658,1.16393,0.000218,0.000218,0.000218
47,261.428,0.69211,0.51199,1.07157,0.95311,0.82967,0.94529,0.68925,0.96028,0.57555,1.17967,0.0001784,0.0001784,0.0001784
48,266.016,0.68255,0.48807,1.05266,0.88367,0.87851,0.94443,0.69889,0.91878,0.55333,1.15107,0.0001388,0.0001388,0.0001388
49,270.898,0.67638,0.48946,1.04884,0.93727,0.85034,0.94281,0.69318,0.93296,0.54789,1.16197,9.92e-05,9.92e-05,9.92e-05
50,275.284,0.67467,0.4851,1.04123,0.93994,0.85166,0.94384,0.69153,0.94104,0.54388,1.16995,5.96e-05,5.96e-05,5.96e-05
