epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,225.507,0.6461,0.51793,1.13023,0.98094,0.96184,0.98019,0.81761,0.58189,0.4131,0.88214,0.0004556,0.0004556,0.0004556
41,231.038,0.51862,0.57171,1.1088,0.99038,0.96248,0.97964,0.80454,0.57842,0.43664,0.89783,0.000416,0.000416,0.000416
42,236.537,0.48114,0.42066,1.09397,0.99029,0.95313,0.96809,0.81415,0.56534,0.44909,0.86718,0.0003764,0.0003764,0.0003764
43,240.937,0.44642,0.38838,1.07369,0.98037,0.9333,0.94496,0.79404,0.60834,0.45614,0.90329,0.0003368,0.0003368,0.0003368
44,245.213,0.44857,0.35461,1.07218,0.98961,0.96262,0.9908,0.83864,0.55708,0.40237,0.8476,0.0002972,0.0002972,0.0002972
45,250.612,0.42905,0.34473,1.06408,1,0.96189,0.99251,0.83507,0.53393,0.39295,0.82778,0.0002576,0.0002576,0.0002576
46,254.977,0.43665,0.33308,1.07193,0.99037,0.96152,0.97853,0.82239,0.53766,0.4029,0.84823,0.000218,0.000218,0.000218
47,259.386,0.41209,0.3145,1.04931,0.99872,0.97196,0.98537,0.81891,0.57339,0.41241,0.86059,0.0001784,0.0001784,0.0001784
48,264.753,0.4184,0.32221,1.05058,1,0.96147,0.98518,0.81756,0.56489,0.4065,0.85617,0.0001388,0.0001388,0.0001388
49,269.118,0.3867,0.31211,1.04895,1,0.97041,0.98774,0.83228,0.54907,0.39301,0.84507,9.92e-05,9.92e-05,9.92e-05
50,274.132,0.40172,0.3024,1.02937,0.99891,0.97196,0.98842,0.83822,0.54532,0.38835,0.84428,5.96e-05,5.96e-05,5.96e-05
